iter	Logloss
0	0.3932739267
1	0.312840038
2	0.2709377786
3	0.2268675246
4	0.1987595618
5	0.1767995761
6	0.1623762076
7	0.150821967
8	0.1367540855
9	0.1187988421
10	0.1089288399
11	0.09521387974
12	0.08625716474
13	0.07159888278
14	0.06809729504
15	0.05950188444
16	0.05493975854
17	0.04899531372
18	0.04311272499
19	0.03970849585
20	0.03346883795
21	0.02901379954
22	0.02570079858
23	0.02338731527
24	0.02261327713
25	0.02080489856
26	0.02033030037
27	0.01966683511
28	0.01860157431
29	0.01684722436
30	0.01629767989
31	0.01515517182
32	0.01442448636
33	0.01281708748
34	0.01203162075
35	0.0114154839
36	0.01028032358
37	0.008965848816
38	0.008104797044
39	0.00752329576
40	0.006914987603
41	0.006551282467
42	0.006162558284
43	0.005884761426
44	0.005650381938
45	0.005429233826
46	0.005297886721
47	0.004842362717
48	0.004842309754
49	0.004842138816
50	0.00484198463
51	0.004506672219
52	0.004344011619
53	0.00417770613
54	0.004177646104
55	0.004166031129
56	0.00416601501
57	0.004165925342
58	0.004165915776
59	0.004165363824
60	0.004165277574
61	0.004164933935
62	0.004164870925
63	0.004140280942
64	0.004125736661
65	0.004125564038
66	0.004125559684
67	0.004125507847
68	0.003998406052
69	0.003837635193
70	0.003699996483
71	0.003519020172
72	0.003463681981
73	0.003463319992
74	0.00332637745
75	0.003222696624
76	0.00309100202
77	0.003001268139
78	0.003001094756
79	0.003001029842
80	0.003000967688
81	0.002884581808
82	0.002884562614
83	0.002884354826
84	0.002764402415
85	0.002764313861
86	0.002764244492
87	0.002764119157
88	0.002764119157
89	0.002581456486
90	0.002518240274
91	0.002518063239
92	0.002517832919
93	0.002517806577
94	0.002517749153
95	0.002517531784
96	0.002517519115
97	0.002517313309
98	0.002517128658
99	0.002517092682
100	0.00251705881
101	0.002516958297
102	0.002516852024
103	0.002516693718
104	0.002414035679
105	0.002392652931
106	0.002270372731
107	0.002270338323
108	0.002248404847
109	0.002248253721
110	0.002228650701
111	0.002178554291
112	0.002178503907
113	0.002178297677
114	0.002163669913
115	0.002163129988
116	0.002163119685
117	0.002162974936
118	0.002162885072
119	0.002162815377
120	0.002161851364
121	0.002161803878
122	0.002014978027
123	0.002014940462
124	0.002014928382
125	0.002014873887
126	0.002014582408
127	0.002014547344
128	0.002014438342
129	0.002009415441
130	0.001943823605
131	0.001943811368
132	0.001943254842
133	0.001942787079
134	0.001942714269
135	0.001827937801
136	0.001827841111
137	0.001827799403
138	0.001827616787
139	0.001827286524
140	0.0017368805
141	0.001736828442
142	0.001654675659
143	0.001654411715
144	0.001654075992
145	0.001653662217
146	0.001653483456
147	0.001653405663
148	0.001651774857
149	0.00165170964
150	0.00165170964
151	0.001651634004
152	0.001651246264
153	0.001651205594
154	0.00165119282
155	0.001650940016
156	0.001650898702
157	0.001650857408
158	0.001650857408
159	0.001578479805
160	0.00157825148
161	0.001578064196
162	0.00157668028
163	0.001576612375
164	0.001576506788
165	0.001576401364
166	0.001576227892
167	0.001576112798
168	0.001576052869
169	0.001575882079
170	0.001575829716
171	0.001575558895
172	0.001575330332
173	0.001575168275
174	0.001575168275
175	0.001575132547
176	0.001575075636
177	0.001574846726
178	0.001574677645
179	0.001574508818
180	0.001574239459
181	0.001574151803
182	0.001480206555
183	0.001480174324
184	0.001480081089
185	0.001479991236
186	0.001479929458
187	0.00147988756
188	0.001479811481
189	0.001479724326
190	0.001479531002
191	0.001479518945
192	0.001479439148
193	0.001478558281
194	0.001478558281
195	0.001478558281
196	0.001478558281
197	0.001478558281
198	0.00147855222
199	0.001478512402
200	0.001478472648
201	0.001478439653
202	0.001478399815
203	0.001477967802
204	0.001477673962
205	0.001477527597
206	0.001477448681
207	0.001477302698
208	0.001477254627
209	0.00147718181
210	0.001477109071
211	0.001476818667
212	0.001476785754
213	0.001476713447
214	0.001476585272
215	0.001476297229
216	0.001476277691
217	0.001476240881
218	0.00147622143
219	0.001476078077
220	0.001475972976
221	0.001475955107
222	0.001475935622
223	0.001475916152
224	0.001475896697
225	0.001475877258
226	0.00147586172
227	0.001475576369
228	0.00147553352
229	0.00147536267
230	0.001475291669
231	0.001475249225
232	0.001475176546
233	0.001475007395
234	0.001474865915
235	0.001474724738
236	0.001474443139
237	0.00147442768
238	0.001474397996
239	0.001474314267
240	0.001474297661
241	0.001474171101
242	0.001474031344
243	0.001473288122
244	0.001473288122
245	0.001473078991
246	0.001472802597
247	0.001472802597
248	0.001472792415
249	0.001472773688
