channel,cD4_1,cD4_2,cD4_3,cD4_4,cD4_5,cD4_6,cD4_7,cD4_8,cD4_9,cD4_10,cD4_11,cD4_12,cD4_13,cD4_14,cD4_15,cD4_16,cD4_17,cD4_18,cD4_19,cD4_20,cD4_21,cD4_22,cD3_1,cD3_2,cD3_3,cD3_4,cD3_5,cD3_6,cD3_7,cD3_8,cD3_9,cD3_10,cD3_11,cD3_12,cD3_13,cD3_14,cD3_15,cD3_16,cD3_17,cD3_18,cD3_19,cD3_20,cD3_21,cD3_22,cD3_23,cD3_24,cD3_25,cD3_26,cD3_27,cD3_28,cD3_29,cD3_30,cD3_31,cD3_32,cD3_33,cD3_34,cD3_35,cD3_36,cD3_37,cD3_38,direction
1.0,-0.29954561694414084,-0.6959035293179763,5.809129323343255,40.946180598967864,-28.928606930324772,6.166783463242263,-3.936530675639089,-14.165962271859039,33.77062284242207,40.415366910171244,-21.287477679425507,5.2564133229890135,1.2142323074548127,-10.935697855423193,19.260804756441253,24.052880185521637,1.5169422082609343,-15.704046362668489,6.6779864676619125,-1.8886707380972627,-1.910365735417093,17.43831047107296,-0.782714929266889,-2.212569522452878,4.73987545335153,5.386623471952283,15.579197787560565,-12.364809992629272,2.132765798067545,10.101387599050069,-23.736473835485587,23.307194395653944,2.553520899369703,9.699415232523863,-3.1808786406115117,-1.347172807551039,-7.921448808721757,-60.14711300770586,-35.9352979366465,28.07247456288204,-18.86336352424769,1.7627071110945711,-11.325890037038553,-12.396944872040697,-15.183465907762722,-12.494088005385223,32.14379085660558,8.404501203163928,10.338339926681101,-18.32036240884481,13.664551022742534,14.227734764184333,8.958273103996973,-17.22772195548283,30.27290424738215,-0.8744313934975918,-1.8280352900699162,2.1248537803520096,-8.876025667182716,-21.78685135975393,0.0
2.0,-0.22362520179339712,-0.44945542627964064,5.073431795726805,40.36919806486127,-20.973027468528265,7.306935915534769,1.493351957884625,-22.047788526478797,31.33795940710933,42.39864716033173,-15.436589211256564,6.132555984350293,0.5926766138279975,-4.51369209020704,20.789719222378814,15.160779988190509,0.9900882702561697,-20.362237246946112,-0.19254503657277314,0.3601011662986761,6.398116018954589,18.631833805746247,-0.4883309653196615,-1.2540664048709167,5.783019946580546,9.40733487172155,14.056623421293278,-13.929666998082743,2.532419997833524,7.7184844045657695,-20.551265437608983,23.736484531281953,0.20017998252488384,11.580784012738214,-4.606549440279656,4.361115785445733,-14.251734710346794,-52.67321378703761,-37.930800971239286,17.36479642668609,-20.639296341073678,-2.1650870909876865,-5.065512038933353,-11.910214936454834,-10.203129999008121,-11.023821544999915,34.639474440694066,2.095608828235616,10.488901146684476,-20.30023017760664,17.180888390254488,13.084398899120172,9.278925776769482,-13.457924459354688,33.427333214770584,1.50611072536574,-2.0798872072126464,1.9114954788360337,-12.153212923075866,-25.763578146064983,0.0
3.0,-0.19228446597489007,-0.357926316943345,7.809795875124031,45.981016769005784,-26.906030711578705,17.924363212688345,2.0160719360028785,-9.370288378050107,24.82431322626134,32.37664113863416,-3.374684559410514,16.202846414528132,12.06360589873279,3.4752877808711995,19.620126930722467,13.182673079771797,4.377049822244046,-16.238853950045666,3.616265339195323,-0.8346221350230352,1.1110965189131072,15.738903383148795,0.8608085822864686,3.2660726619961165,7.999049964730876,8.420747490087955,23.929801213553173,-18.40801688416129,6.159660186786913,-3.3087172185786162,-11.06984897698484,18.212718637717728,-1.1894558524765633,17.18102656017337,-4.103458692939307,2.5342453647313192,-10.03282310565717,-54.960560110428595,-29.96793064590626,14.939195228868137,-24.96770065550484,-5.200948537786206,-0.6172600263685232,-16.31592157317395,-10.57910903068063,-4.015090163794975,28.054947543286644,9.747054275777012,9.536407867797935,-9.962647748394652,20.089160353724388,10.818917294055284,7.645436013200165,-6.665910230659542,26.280968494582904,7.45853206382728,-4.649304774205926,3.3234883660034162,-16.327817685126345,-19.137221154312765,0.0
4.0,-0.10009837491285084,-0.031220374411970897,5.327474810859028,49.72206624271926,-19.45721882294175,11.679103964191077,3.9112123489714112,-30.607047942735566,41.16953013662373,44.750744207447696,-4.978547444067924,16.102650789864658,-1.9167070847948007,10.39443874894773,27.186449200506402,7.295825378414554,-9.034160594184772,-18.60190328460497,-1.3113554547144317,-0.41888774230522463,8.9252933516401,18.646365609056357,-1.1810595993680049,-3.3740454030581835,7.017194225195025,13.988229257985639,20.442774501023752,-20.558841740565683,-0.6963794178155184,2.8837662838358566,-18.266141236043918,22.860544923998432,2.808697644587439,9.386338958060705,-9.004801714799056,9.582723032237666,-14.74761293636248,-53.59461923833799,-30.645710339734173,20.653593909049633,-31.112266958048114,-2.4246105973291634,-2.7265777813988583,-13.533730158924932,-9.198041071208108,-3.1294510731678433,33.13018233610695,0.9602869080028931,19.64603750915077,-22.485842405784588,18.004298572534864,14.985149881564896,6.152484345243659,-9.380574650082346,35.83314988330809,5.048818016089939,-4.2362205968898135,3.341864477126727,-17.08626138270144,-27.87724912102729,0.0
5.0,-0.27689467369594545,-0.576720039400123,11.60308223310167,61.22168190499152,-20.665739093430833,7.027192914663744,7.793898603107558,-2.193404626778627,25.6118837272534,44.52086651681128,-1.8465369154500277,24.34825532073094,10.948090551819964,4.676865830941097,11.414143907409231,14.383089667148099,14.50305356637123,-5.467862566516013,1.8060091118340251,-0.10359122378016794,-1.2976904549431743,3.043256015961468,1.783719296087731,6.3688881369094394,10.198745911909667,6.886666690650238,34.864722595947775,-25.358082339881978,16.98552466481886,-15.144698312874143,7.337143502631427,4.168272421426779,8.39299847279503,8.545386927921909,14.292690463130302,-14.869456180292397,5.496739875191296,-56.46781851283936,-32.616958190410806,12.300370551538698,-25.096196724350992,-9.045779390637014,2.1648291122986176,-13.471889103420166,-17.446428493838603,3.018693368493248,20.603280874052842,14.8261563831136,13.119611609513646,-6.358172364151079,24.07841163147719,13.607331150268891,5.9297788490322105,-5.113523459367973,24.577170652324313,4.709420515874083,-3.4846904077394614,3.0558372702083867,-13.568017569622203,-18.26456406599982,0.0
6.0,-0.12771493895236874,0.37641639755732637,15.527450063892534,47.501819267663684,-16.34125950195715,16.96863472647108,9.930014924017945,-7.755045449282558,28.885822045192363,46.78318926659285,-7.432666102041865,24.476148698890523,-0.36359765922394616,-3.3325192745777215,14.531027868333513,10.171197760647713,11.439378546436243,-7.1584441903860405,1.5724259263069413,-0.7435849347932924,0.36732252341705346,4.962017375016009,-2.128799526846139,-6.244871134045123,11.967744725995722,8.220290355128846,30.066346110755532,-26.277966497188203,18.962922935487075,-13.1100424632617,-5.658054553834324,14.02244284188004,4.6538924395697014,12.78752048644262,4.70523622026617,-2.7499614591886132,-7.224164100343278,-58.752299595061906,-27.818900054654655,19.89295965467686,-34.780864336189545,-4.657040324532416,-14.850929993339541,-12.460283433570119,-12.831475675348615,-5.698881145248079,30.51852492077189,9.159936947467049,15.16099158939818,-15.663822946960995,18.54435453465857,11.568626710898597,6.77151556769452,-11.636427448806401,38.68900049589161,2.8928362666161753,-3.9674922688473657,4.036456862066021,-16.721200160645395,-29.09342810808271,0.0
7.0,-0.20509962597752512,-0.2522478946399213,6.62063838743982,42.12486213255526,-28.259927993607114,13.361390933187229,0.7197105697119393,-15.44613720385006,19.519002581558897,41.4641048206096,-12.119746206104056,15.543401038232288,-7.462831926863443,4.925002595473633,11.159299324880852,15.736256084118606,0.8352013672826236,-23.984220035018517,-1.3281001271764503,0.68817933248254,9.019034874404925,20.996325435230222,-1.5093079985408768,-4.496594986339887,7.032676070168392,11.753798019579198,17.561525275640445,-11.628925108424442,-4.848034283218798,6.473857188542611,-23.5050915843905,26.885704356381698,0.861912746445464,13.61608300290892,-11.67585605046816,3.6106480585588083,-22.32571630504154,-53.87228360563664,-35.877404467933516,24.724024365211292,-27.788665031922395,-2.373800740619776,-5.520974423778756,-14.536266803751095,-15.40234560598803,-7.603985971472692,39.189826217232905,1.9255301874832091,16.47160028229532,-14.368781425339577,14.731361485330948,10.48385270895081,12.315546484455226,-19.429184865114152,37.599103071534316,-0.8131449420964252,-1.7498891577910103,2.188054534501047,-11.207714364829448,-28.34457183202551,0.0
8.0,-0.3749139442039992,-1.1262790600360326,3.0930860890181875,36.541463763599666,-29.671317269750485,7.685007449099478,1.381504869434996,-15.690814124036152,33.1385843661017,38.829417064233,-17.2434365989798,10.46389112740125,-11.100956961509736,-8.510890235355422,13.620814469794801,23.719633432370355,-13.108515974400362,-10.644637225134307,-5.698267784605518,2.428684225706513,7.808561617648539,13.43353269436859,0.5865293651123542,2.0628436856141095,3.6692646050509694,7.630450649398681,14.765355106549714,-11.395525886388223,-5.254902589008061,7.565736382682992,-24.898437074782297,22.095674364718654,10.113633901541787,7.197370150626133,-3.8314630863463925,-1.2637943546090475,-17.53021277351819,-54.22648815524104,-39.36973360516968,24.343894756286844,-25.400245167682225,-2.1852451329139764,-9.788844479999417,-14.948007331950938,-13.673859482316105,-6.455563215692807,37.3881119850049,6.248959906028997,12.59036894931032,-9.543550548920193,14.770654245045518,11.160193142989748,6.429469787160054,-16.62809108678662,28.654943882863346,0.7131608646060998,-0.9933946546519115,1.224106896540611,-9.712439605142192,-21.579973132286167,0.0
1.0,-1.4464418625611428,-6.533040222410165,-21.832489751388756,-26.369427568042926,19.88425498887041,0.07391512342971321,-18.795757388225798,7.708159257919812,12.316043113160427,-6.071378229951458,9.285422941277863,35.6673150816148,18.481225532230273,0.8169204786155049,-12.942207824522265,14.494165391383447,-1.9069158005683051,17.200213493206398,4.344277500785045,-1.3373506853491404,-10.051004462672486,-12.718813696768736,12.688248116672622,40.195225688894055,-11.21915615072091,11.030152919994649,14.718341640594454,8.968508525189469,-17.22772195548283,30.24462629725638,-1.912785319812763,-6.997780325215583,1.9093319250794552,15.156130605673622,3.7467746150190906,-1.0851834716216722,8.148353910513844,-10.350227748993964,7.4971741271232935,-20.317224840001288,-4.0029952726171345,-7.6315227001592545,17.181458586893008,-0.48058894951656994,-4.863839902128632,7.685155866024162,1.9785289734671405,23.835918322864657,0.852834193106557,26.341848800676573,0.8958590417596026,13.975876311368825,-26.152977090045965,21.336807170977817,-35.338439307470324,5.65287279553652,-0.03994241955333366,-1.584695320505823,5.9110954124893,26.992378332148522,0.0
2.0,-1.3366086265851962,-6.133689187726662,-20.983320743207578,-20.98965423105189,20.64939742901672,8.607698853544758,-12.134220919956887,6.279715012906369,18.38320093493643,-2.6904617067143635,8.154380656067296,41.074312522637904,20.217359696679516,-0.4531593322255484,-15.89114686149855,16.202395976061297,0.32253384581480155,18.891443927466867,5.757738571529293,-1.649968672531563,-12.196815668083923,-14.191455034920441,13.419931825943733,42.77581416356343,-8.82862245753517,12.724739793634068,13.909475578693371,9.307650704409038,-13.457924459354688,33.40437492557672,0.8154564467861313,-6.413604796771494,-1.3548141023623055,10.723075904750212,8.387057463654074,0.998156694734793,5.4500313621431475,-7.838052730764111,4.695695621570949,-23.45243383343744,-3.56965428727403,-4.440940819003182,15.838963542340293,2.745977670004076,-4.473218205500217,8.666528142370012,0.22472599042490768,21.098491557759193,2.295370658625075,24.646806246245,-0.8864213363634652,20.451854516638576,-29.029329355345922,22.506381705439022,-38.83161354684443,4.597584086269026,0.09711278672757281,-1.4016664851589198,7.993668301466821,29.61138205691269,0.0
3.0,-1.08881872636934,-4.74640227488426,-14.819536789791584,-22.680750415667966,18.83792204020535,2.2447458022305735,-28.979029603011206,0.7584714653147713,21.168757802986086,-9.884470691745566,19.515036346416892,39.54428407896443,18.504511511415135,-7.964917888013502,-28.509589666999965,25.64840757252603,11.416315057578734,11.207057716648555,-4.140650660407732,0.8031781520616025,0.7102271890602218,-15.098228182358472,10.306672171254732,33.020594765616465,-3.185813048227345,17.425198388251086,11.308323541384397,7.656064166540556,-6.665910230659542,26.25091818127282,6.318987791820397,-11.36568932437075,-0.8957670983863335,16.46851604064566,9.945947606265616,1.1246752734350187,7.961198797668352,-11.314083264256263,3.976459620460065,-13.155355936595088,-7.170649045253931,-13.733390292950743,12.394373175535483,-3.6377199907400164,4.076324507617916,-3.312344090794757,8.327567748917538,21.081412717492125,-0.5092337670459923,24.232640830119195,-6.058291182824918,14.227430770063435,-27.1970704928682,15.535191101619565,-21.475375628142636,-6.925709276061768,3.9922968846993037,-2.709074543362533,14.000056405255904,12.597767771989016,0.0
4.0,-1.4369096325216533,-6.667940119949337,-22.799418501142164,-2.9726890321658903,10.593883940828654,23.086233926581265,-20.18731208279145,1.8571924568724694,19.635356668078494,-10.66434105836017,13.539959534507028,37.47759001829498,16.528238604809967,-11.255115697270593,-26.917207573371588,9.485966361912865,15.616745734751879,16.972681711551147,5.060384396995939,-1.518893467436644,-10.830949698978921,-17.618029406171644,15.085326483386835,48.08771874844211,-9.752616783260432,12.819466306582392,15.9824231210547,6.184240699843185,-9.380574650082346,35.79343672171294,3.6600645176895275,-15.405508043288044,3.3952948563502074,12.92420097607559,10.082698803218317,2.430685835814903,8.536824638066868,-11.946512047775984,3.3774751811504533,-15.80157882401651,-4.642211011377022,-11.935720434809907,16.421950237652673,-1.507884794612548,-0.8693721395836844,-0.9481856164830811,4.724875175365648,26.856533853717515,-1.5923267363731033,21.63160027078731,-1.5901272346308217,16.9650286590864,-29.047591672710904,22.83546240723729,-33.5725743504068,2.473973887125681,0.10489834468046164,-0.7087497387968188,7.916734070537246,24.85927997009021,0.0
5.0,-1.017962883888897,-4.266220310411481,-11.557957235272747,-31.723624025634102,11.12920655331981,-4.385217722049866,-18.67856817171547,-0.6422501068023256,12.683108189946406,-13.776701543239042,12.568875129552639,36.0614169368822,4.67367575056808,-50.955412372830864,-16.24442209905391,9.01446250189345,-1.7553830761968872,-8.473811657872416,-6.833366549184084,1.747828243002149,10.173697691439557,4.9041242872864474,9.61389664152636,31.03127786360462,0.7941359353841253,21.868781632516075,13.898680790655835,5.930641196962737,-5.113523459367973,24.553011492688654,3.8080775526622155,-10.372360171056897,1.3682937895610856,19.96625119851683,16.078308977454736,0.29867218006578383,3.9643850172205752,-4.565255442483434,2.419668811730226,-3.01863223473028,-7.902120010368328,-15.082654033654089,21.50870039014769,-15.069193988320443,13.920073230339659,-16.016428835160376,4.532905469762063,29.027955054835246,5.922668663743194,23.317023811014575,-4.33437184284166,18.19504756505857,-26.501784677855962,12.50039260611618,-13.479844231838037,-12.603418002452516,6.272348529723114,-4.19521566664211,18.53646269089961,2.771855336868491,0.0
6.0,-1.2147082918752043,-5.312340471923154,-15.264979549831287,-24.61161406428594,6.915669987118453,6.093006756466183,-17.552632758102266,5.757724836262766,20.581641620342673,0.30466294545790473,14.418303332846355,51.67442153918892,22.055713884402635,-30.639466426008774,-26.781950408722896,-6.763951651396919,7.807068247220067,-4.140112803805621,-1.1417522297337273,-0.06580893058522616,2.8994404538305645,0.6024429411142851,12.224994285802708,39.185557262647364,-3.7958494311175017,14.250957490842417,12.287665288762033,6.796850807220496,-11.636427448806401,38.64300413109351,1.109027743477404,-20.481506419491684,-0.6141927590278216,20.63086450698693,17.800232550576364,-3.000388388948054,6.367353832364237,-11.048947018447151,8.720627925492904,-14.036969610099973,-11.828578382209653,-7.012415909278224,24.8384136642985,-8.72803887068937,14.798245910221565,-20.37265279629583,12.998624100098201,30.015079880619123,3.0970183737002204,13.912918277355734,6.02596619635752,18.157914982319223,-25.44157256263351,12.90253271896162,-16.109449077087987,-8.853754037248912,4.20920730693876,-2.808996065915872,14.983585752358778,7.17951170143939,0.0
